NAISTYP_SORT; NAISTYP_C; NAISTYP_LAT; NAISTYP_NWLD; NAISTYP_HDOM_MIN; NAISTYP_HDOM_MAX; NAISTYP_HMAX_NAD; NAISTYP_HMAX_LAU; NAISTYP_BEM4; NAISTYP_STAO; NAISTYP_VASP; NAISTYP_HUMF; NAISTYP_ENT; NAISTYP_EIG; NTYP_KG_FEIN; NTYP_KG_GESTEIN; NAISTYP_KG_V; NAISTYP_KG_T_MIN; NAISTYP_KG_T_MAX; NTYP_AM_S; NTYP_AM_B; NTYP_RT_MITTELH; NTYP_RT_MULDE; NTYP_RT_KUPPE; NTYP_RT_PLATEAU; NTYP_RT_STEILH; NTYP_FELS; NTYP_BL_FELS_ST; NTYP_BL_FELS_WE; NTYP_BL_KARREN; NTYP_BL_SCHUTT_M; NTYP_BL_SCHUTT_S; NTYP_BL_SCHUTT_X; NTYP_STEINSCHLAG; NTYP_LAWINEN; NTYP_RUTSCHUNG; NTYP_EROSION; NTYP_WASS_BACH; NTYP_WASS_KLEIN; NTYP_WASS_QUELL; NTYP_WECHSELF; NAISTYP_GFX
28;28;Ulmo-Fraxinetum equisetosum hyemalis;"Eschen-Mischwald mit Bergulme; Bergahorn und Stieleiche; Grauerle.
";25;32;35;32;;"Aue im näheren Bereich des Flusslaufes; ursprünglich regelmässig (meist nicht alljährlich) überschwemmt; Grundwasser meist im Wurzelraum; in Trockenperioden absinkend. Bei Flusskorrekturen selten überdauernd
";"Meist dominiert der Winter-Schachtelhalm; doch kann die Krautschicht artenreich sein. Sträucher weniger dicht als im Zweiblatt-Eschenmischwald
";"Mull; stellenweise feuchte Ausprägung; oft erodiert.";"Auenböden; Regosol; Pararendzina vernässt; Nassböden beeinflusst durch Grund-/Hangwasser. 
";"Oberboden sandig-lehmig; nährstoffreich; Unterboden kiesig; Skelettgehalt gering bis sehr hoch; Gründikeit mittel bis tief; durchlässig; sunpfig bis schwach grundnass.
";9;9;1;;0;2;1;0;0;0;1;0;0;0;0;0;0;0;2;0;0;0;1;1;2;2;2;28
29;29;Ulmo-Fraxinetum typicum;"Wüchsiger Eschenmischwald mit oft dominierender Esche und einzelnen Traubenkirschen; Bergahornen und Schwarzerlen. 
";25;35;40;35;;"Flache Mulden mit Staunässe
";"Strauchig (oft Traubenkirsche) und krautig; Moose oft auch an Stammansatz
";"Mull; stellenweise feuchte Ausprägung";"Nassböden beeinflusst durch Grund-/Hangwasser oder Stauwasser; Braunerde; Parabraunerde vernässt.
";"Skelettgehalt gering; Gründigkeit sehr tief; biologische Aktivität hoch; Durchlässigkeit mittel bis sehr gering; sehr stark bis schwach grundnass; Pseudogley bis schwach pseudovergleyt.
";9;9;1;60;;2;1;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;29
29.00001;29A   ;Ulmo-Fraxinetum listeretosum;"Eschen-Mischwald mit Bergulme; Bergahorn und Stieleiche; an erhöhten; lange nicht mehr überschwemmten Stellen kann sich die Buche ansiedeln. Heute oft ganz vom Fluss abgeschnitten; sodass die Entwicklung zum Buchenwald fortschreiten kann.
";28;35;40;35;;"Auen an Flüssen und grösseren Bächen; auch ursprünglich selten überschwemmt; Grundwasser meist im Wurzelraum; in Trockenperioden absinkend
";"Sträucher oft dicht; Krautschicht kann sehr verschieden zusammengesetzt sein. 
";"Mull; stellenweise Kalkmull; teils erodiert.";"Auenböden; Nassböden beeinflusst durch Grund-/Hangwasser oder Stauwasser; Regosol; Pararendzina; Rendzina vernässt; verbraunt;
";"Boden sandig-lehmig; nährstoffreich; Skelettgehalt gering bis sehr hoch; Gründigkeit tief; Durchlässigkeit mittel bis hoch; schwach bis stark grundnass; pseudovergleyt bis schach pseudovergleyt.
";9;9;1;;70;2;1;0;0;0;1;0;0;0;0;0;0;0;2;0;0;0;2;1;2;2;0;29A
29.00002;29C   ;Ulmo-Fraxinetum caricetosum albae;"Eschen-Mischwald mit Bergahorn und Stieleiche; oft auch mit einzelnen Buchen. Die Lärche ist im Mittelland und Jura wenig geeignet; in den kontinentaler geprägten Gebieten (2a und angerenzend) gedeiht sie gut. Oft auch Übergänge zu Kalk-Buchenwäldern
";25;32;37;32;;"Tiefere Lagen (unter 600 m ü. M.). Trockene Stellen der Aue; meist leicht erhöht und/oder mit sehr durchlässigem Untergrund; das Grundwasser erreicht nur die tieferen Bodenschichten
";"Sträucher oft dicht; Krautschicht meist von der Weisssegge dominiert.
";"Mull; stellenweise Kalkmull; teils erodiert";"Auenböden. Regosol; Pararendzina; Rendzina vernässt; Nassböden beeinflusst durch Grund-/Hangwasser
";"Boden sandig-lehmig; Skelettgehalt sehr gering bis sehr hoch; Gründigkeit mittel bis tief; Durchlässigkeit hoch bis sehr hoch; grundnass bis keine Vernässung
";9;1;1;;0;0;1;0;0;0;1;0;0;0;0;0;0;0;2;0;0;0;2;2;2;0;2;29C
29.009;29h   ;Ulmo-Fraxinetum equisetosum sylvaticae;"Wüchsiger Eschenmischwald mit oft dominierenden Esche und Tanne. 
";30;35;40;30;;"Flache Mulden und Plateaulagen mit Staunässe
";"Krautig; moosig.
";"Mull; Moder; stellenweise feuchte Ausprägung";"Nassböden beeinflusst durch Grund-/Hangwasser oder Stauwasser; Braunerde; Parabraunerde vernässt.
";"Skelettgehalt gering; Gründigkeit sehr tief; biologische Aktivität hoch; Durchlässigkeit mittel bis sehr gering; sehr stark bis schwach grundnass; Pseudogley bis schwach pseudovergleyt. 
";9;9;1;40;;2;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;29h
3;3;Luzulo niveae-Fagetum typicum;"Oft dichte Buchenwälder; teilweise grosskronige Buchen auch Stockausschläge. Stellenweise beigemischt: Traubeneiche; Birke; Kastanie; Mehlbeere; Vogelbeere; Zitterpappel; Linde; Fichte; Tanne; Lärche. In der Region 5a mit Fichtenvorposten sind evt. vereinzelt
Fichten vorhanden; in der Region 5b fehlt die Fichte vollständig. Die seltenen Schlusswaldstadien sind reicher an Tanne und entsprechen etwa dem 1h 
(Artenarmer Waldsimsen-Tannen-Buchenwald)
";15;25;30;25;;"Hanglagen; in tiefen Lagen kalten Schattenhänge. Von 500 bis 1500 m über Meer
";"Spärliche Krautschicht mit Schneesimse; Rohrreitgras ; Betonienblättrige Rapunzel . Nicht selten sind die dunkelsten Beständen ohne Krautschicht
";Moder;"Saure Braunerde; Braunpodsol; Humuspodsol
";"Skelettgehalt mittel bis sehr hoch; Gründigkeit mittel bis sehr tief; durchlässig; keine Vernässung
";0;0;2;;;1;0;1;0;2;2;1;0;0;2;0;0;0;2;2;0;0;2;0;0;0;0;3
3.1;3*/4* ;Rhododendro-Fagetum;"Wenig wüchsige; strauchreiche Buchenbestände mit Ericaceen (Alpenrosen; Heidekraut; Heidelbeere) und mit potentieller Anreicherung von Weisstannen.
";12;18;26;22;;"Nährstoffarmen; schattige Lagen auf silikatischen Felsen oder Blöcken mit dünner Feinerdebedeckung. 
";"Strauchreich dank der nicht geschlossenen Baumschicht. Bei Schluchten und Luftfeuchten Lagen kommt vermehrt die Ausbildung mit Farnen; Bärlapp und Moosteppiche vor (4*).
";Moder;"Ranker; Humuspodsol
";"Skelettgehalt mittel bis sehr hoch; Gründigkeit mittel bis sehr tief; durchlässig; keine Vernässung. In Verlustlagen ist die biologische Aktivität durch die Bodensäure gehemmt.
";0;0;2;;;0;0;1;2;1;2;2;2;1;1;0;0;0;2;2;0;0;2;0;0;0;0;3Stern
30;30;Pruno-Fraxinetum;"Sumpfiger Eschen-Schwarzerlen-Mischwald mit Traubenkirsche. 
";20;30;30;30;;"Flache Mulden und Tälchen; mit Stauwasser im Wurzelbereich
";"Strauchig und krautig. Oft dominieren Traubenkirsche und Scharfkantige Segge.
";"Anmoor; seltener Mull-Hydroform";"Nassböden beeinflusst durch Grund-/Hangwasser oder Stauwasser. 
";"Unterhalb 50 cm ständig; darüber oft über längere Perioden vernässt; neutral bis basenreich. Skelettgehalt gering; Gründigkeit tief; Durchlässigkeit mittel bis gering. Sumpfig bis grundnass; Stagnogley oder Pseudogley.
";9;9;1;55;;2;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;2;30
31;31;Equiseto-Alnetum incanae;"Grauerlenwald mit herrschender Grauerle und einzelnen Silberweiden
";10;18;20;18;;"Tiefe Lagen (unter 500 m ü. M.). Entlang den grossen Flüssen in nächster Nähe zum Flusslauf; alljährlich überschwemmt; die Bestände können bei Extrem-Hochwasser weggeschwemmt werden; und die Auenentwicklung setzt wieder von vorne ein. Bei Flusskorrekturen nicht überdauernd
";"Üppige Krautschicht ; die sehr unterschiedlich zusammengesetzt werden kann.
";"Mull; oft erodiert";"Auenböden. Regosol/Rohboden
";"Boden kiesig-sandig-lehmig.
";9;9;;;;2;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;2;2;1;31
32.1;32*   ;Aceri-Alnetum incanae typicum;"Mässig- bis schlechtwüchsige Laubholzbestände; die einen deutlichen Pioniercharakter zeigen. Weisserle oder Bergahorn dominieren; stellenweise Esche; Ulme beigemischt. Oft stufig mit einer üppigen; artenreichen Strauchschicht; Hasel dominiert. Stellenweise Spuren von starker landwirtschaftlichen Nutzung.
";15;20;30;20;;"Hänge mit mehr oder weniger deutlich sichtbaren Gleithorizonten; oft tiefgründigen Rutschungen und Oberflächenerosion. Häufig auf Bündnerschiefer; Flyschböden und Moränen. Gut wasserversorgt; jedoch nicht permanent vernässt.
";"Sehr artenreich -  wenig konstante Arten:  üppige Strauchschicht Bodenvegation stark deckend; grossblättrige Krautpflanzen. 
";"Mull; Moder; stellenweise feuchte Ausprägung. Teils Anmoor; Kalkmull; erodiert. ";"Rendzina; Pararendzina; Regosol; Ranker; stellenweise vernässt.
";"Durch die wenig versauernd wirkende Streu der Baum- und Strauchschicht zeigt der Oberboden auch auf silikatreichen Böden oft einen erstaunlich hohen pH-Wert. Durch die Anwesenheit von viel stickstoffbindenden Weisserlen sind die Böden sehr nährstoffreich. Skelettgehalt hoch bis äusserst hoch; Gründigkeit sehr tief; durchlässig; grundnass bi skeine Vernässung. 
";9;9;1;;0;2;1;1;1;0;0;2;0;0;0;0;2;0;1;2;2;1;1;2;2;2;2;32Stern
32.00002;32C   ;Calamagrostio-Alnetum incanae;"Grauerlenwald in Reinbestand
";10;18;22;18;;"Flüsse und grosse Bäche unter 1000 m ü. M. Aue in nächster Nähe zum Flusslauf; mindestens alle 10 Jahre überschwemmt; die Bestände können bei Extrem-Hochwasser weggeschwemmt werden; und die Auenentwicklung setzt wieder von vorne ein. Bei Flusskorrekturen nicht überdauernd
";"Üppige Krautschicht; die aber nach Überschwemmungen sehr lückig und sehr unterschiedlich zusammengesetzt sein kann. 
";"Mull; stellenweise feuchte Ausprägung; teils Anmoor; Kalkmull; erodiert";"Auenböden. Regosol; Pararendzina; Rendzina stellenweise vernässt; Nassböden beeinflusst durch Grund-/Hangwasser. 
";"Boden kiesig-sandig. Skelettgehalt gering bis hoch; Gründigkeit tief; Durchlässigkeit sehr hoch bis mittel; sumpfig bis schwach grundnass. 
";9;9;1;;55;2;1;0;0;0;1;0;0;0;0;0;0;0;2;0;0;0;1;1;2;2;1;32C
32.00012;32S   ;Alno-Salicetum pentandrae;"Lorbeerweidenbestände mit Grauerle und weiteren Weiden-Arten
";6;10;18;10;;"In den Alpen in der subalpinen Stufe (über 1400 m ü. M.) entlang von Flussabschnitten mit wenig Gefälle. Bestände alljährlich überschwemmt; die Bestände können bei Extrem-Hochwasser weggeschwemmt werden; und die Auenentwicklung setzt wieder von vorne ein. Bei Flusskorrekturen nicht überdauernd.
";"Niedrigwüchsiger Wald mit vielen Hochstauden.
";"Mull; stellenweise feuchte Ausprägung; teils Anmoor; Kalkmull; erodiert";"Auenböden. Regosol; Pararendzina; Rendzina stellenweise vernässt; Nassböden beeinflusst durch Grund-/Hangwasser. 
";"Boden kiesig-sandig. Skelettgehalt gering bis hoch; Gründigkeit tief; Durchlässigkeit sehr hoch bis mittel; sumpfig bis schwach grundnass. 
";9;9;;;;2;1;0;0;0;1;0;0;0;0;0;0;0;2;0;0;0;1;1;1;1;1;32S
32.00014;32V   ;Violo-Alnetum incanae;"Grauerlenwald in Reinbestand
";10;15;22;15;;"Flüsse und grosse Bäche über 1000 m ü. M. in den Alpen; an kühlen stellen auch über 900 m über Meer. Aue in nächster Nähe zum Flusslauf; mindestens alle 10 Jahre überschwemmt; die Bestände können bei Extrem-Hochwasser weggeschwemmt werden; und die Auenentwicklung setzt wieder von vorne ein. Bei Flusskorrekturen nicht überdauernd.
";"Üppige Krautschicht; die aber nach Überschwemmungen sehr lückig und sehr unterschiedlich zusammengesetzt sein kann. 
";"Mull; stellenweise feuchte Ausprägung; teils Anmoor; Kalkmull; erodiert";"Auenböden. Regosol; Pararendzina; Rendzina stellenweise vernässt; Nassböden beeinflusst durch Grund-/Hangwasser. 
";"Boden kiesig-sandig. Skelettgehalt gering bis hoch; Gründigkeit tief; Durchlässigkeit sehr hoch bis mittel; sumpfig bis schwach grundnass. 

";9;9;1;;55;2;1;0;0;0;1;0;0;0;0;0;0;0;2;0;0;0;1;1;1;2;1;32V
33.00014;33V   ;Salvio glutinosae-Fraxinetum violetosum biflorae;"Mässig bis schlechtwüchsige Laubholzbestände mit deutlichem Pioniercharakter. Esche und Bergahorn dominieren; dazu Zitterpappel; Hängebirke. Meist locker mit üppiger Krautschicht; viel Hasel. Anthropogen bedingte Entwicklungsstadien der hochmontanen Nadelwälder; die sich langsam in Richtung der zonalen Nadelwälder entwickeln. Oft beliebe Schalenwildeinstände; dazurch wird die Entwicklung zu Nadelwäldern verlangsamt oder verhindert. 
";15;20;30;20;;"Warme Hänge mit guter Einstrahlung. Auf silikatischem Untergrund; oft auf gründigen Moränen
";"Sehr artenreich -  wenig konstante Arten:  üppige Strauchschicht Bodenvegation massig deckend; grasig-krautig.
";Mull - Moder;"Ranker; Braunerden. 
";"Die Böden sind meist gründig; gut verwittert und oft nur wenig skelettreich. Durch die wenig versauernd wirkende Streu der Baum- und Strauchschicht zeigt der Oberboden auch auf silikatreichen Böden oft einen erstaunlich hohen pH-Wert. Oft sinkt der pH in tiefern Bodenhorizonten ab.
";0;9;;;;1;0;1;2;2;2;2;2;2;1;2;2;0;1;2;2;2;2;0;0;0;2;33V
33.001;33a   ;Arunco-Fraxinetum castanosum;"Kastanien - oft ausgewachsene starke Stockausshläge - dominieren mit wenig alternativen Elementen. Potentielle Stechpalmenbuchenwälder (4L) mit weniger Kastanie. Laurophyllenunterholz wenig vital; dafür Stechpalmen baumförmig.
";24;28;32;30;"Kernwüchse und Stockausschläge oft unterschiedliche Höhe auf gleichen Standort.
";"Schattenhänge und luftfeuchte Mulden auf Silikat; stabilen Lagen teilw. sehr sauer.
";"Die Unterschichten werden durch die Dominanz der Kastanie geprägt; eher artenarm und  von der Bodensäure. Wenig Farnen und Aruncus der Säure wegen; meist an lichten Stellen und Mineralerde.
";Moder (Mull);"Kryptopodsol; tendiert nur selten zu saurer Braunerde.
";"Skelettgehalt gering bis sehr hoch; Gründigkeit mittel bis sehr tief; Durchlässigkeit mittel bis sehr hoch; keine Vernässung. Die Böden sind meist gründig; gut verwittert auf Moräne. Der Oberboden auf solche silikatreichen Böden wird durch das Kastanienlaub sehr sauer gehalten; nur schwach sauer in den unteren Bereichen.
";0;0;2;;;1;0;1;1;0;0;2;2;2;2;0;0;0;2;0;0;0;0;0;0;2;2;33a
33.002;33b   ;Arunco-Fraxinetum castanosum;"Laubmischwald mit Kastanien; Eschen; reich an sonstigen Edellaubhölzer.  Efeu in den Kronen. Meist ehemaligen Kastanienselven. Potentiell entstehen Lindenmischwälder (25a); seltener neutrophilen Stechpalmenbuchenwälder (4L; 13L). Laurophyllenunterholz; Eiben und Stechpalmen baumförmig.
";25;30;32;30;;"Frische; mind. im Unterboden kalkhaltige Moränen; Hangfusslagen auf stabilen oder stabilisierten Böden; meistens Schattige Lagen mit basenreicheren Untergrund.
";"Üppig und artenreich in jeder Schicht. Ausgereiften Beständen weisen meistens einen immergrünen Unterschicht mit Stechpalme; Eibe; Efeu und laurophyllen Pflanzenarten auf. Frühlingsaspekt manchmal durch blühenden Geophyten geprägt. Farne!
";Mull bis - selten - Moder wo der Kastanienanteil noch wichtig ist.;"Braunerde; oberflächlich teilweise versauert.
";"Skelettgehalt sehr gering bis hoch; Gründigkeit mittel bis sehr tief; Durchlässigkeit mittel bis sehr hoch; keine Vernässung bis schwach pseudovergleyt oder grundnass. Frisch; teilweise im Unterboden wechselfeucht
";2;2;9;;;1;2;2;1;0;2;2;2;0;2;0;0;0;2;2;0;2;2;2;2;2;2;33b
33.01;33m   ;Arunco-Fraxinetum castanosum;"Laubmischwald mit Kastanien; Eschen; Winterlinde und Buche. Meist ehemaligen Kastanienselven.  Potentiell entstehen Stechpalmenbuchenwälder (4L) oder Lindenmischwälder (25au). Laurophyllenunterholz; Stechpalmen baumförmig.
";0;0;35;33;;"Frische; schattige; tiefgründige Moränen auf Hanglage bis Ebenen; Hangfusslagen auf stabilen oder stabilisierten Böden; meistens luftfeuchte Lagen mit tiefgründigem Untergrund.
";"Reich an mesophilen; azidiphilen Arten. Brombeeren und dichte Strauchschichten in lichten Kastanien-Selven. Farne und Aruncus!
";Mull bis Moder.;"Saure Braunerde wenn Edellaubhölzer herrschen; in ausgewaschenen Partien mit viel Kastanie zu Kryptopodsol neigend
";"Die Böden sind meist gründig; gut verwittert auf Moräne oder stabilisiertem Schutt; der Oberboden wird durch das Kastanienlaub sauer gehalten.
";0;0;2;150;;1;2;2;1;0;2;2;2;0;2;0;0;0;2;2;0;0;2;2;2;2;2;33m
34.1;34*   ;Luzulo niveae-Tilietum cordatae;"Mässigwüchsige Winterlinden- und (v.a. in den westlichen Regionen) Bergahornbestände; denen Eschen und Eichen beigemischt sind. Der meist lockere Kronenschirm lässt viel Licht ins Bestandesinnere. 
";20;25;27;25;;"Submontan-untermontan. Auf kalkfreiem Blockschutt (Orthogneis; Saurer Verrucano) in Föhngebieten an warmen Hängen mit guter Einstrahlung. 
";"Artenreich; wenige konstante Arten. Ziemlich üppige Strauchschicht. Bodenvegetation mässig deckend. 
";Moder;"Ranker; z. T. verbraunt; instabile Schutthalden (Rohboden). 
";"Skelettgehalt hoch bis äusserst hoch. Gründigkeit sehr tief; Durchlässigkeit mittel bis hoch. Oberflächlich versauert; mit basenreicheren Stellen. Keine Vernässung.
";0;0;;;;1;0;1;1;0;2;2;2;2;2;2;2;1;2;1;0;0;0;0;0;0;2;34Stern
34.001;34a   ;Cruciato glabrae-Quercetum;"Kastanie dominiert; dazu vermehrt Winterlinde; Kirsche;  Traubeneiche und Buche. Pionierbaumarten. Potentiell entstehen sauren Lindenmischwälder (25as) und Stechpalmentbuchenwälder (3L). Laurophyllenunterholz; Stechpalmen baumförmig.

";15;24;28;26;;"Untergrund mit Silikat-Material (z. B. Moränen). Hanglagen in jeder Exposition. Bis 900 m über Meer
";"Säurezeiger und mesischen Arten. Die letzten sind in sehr sauren Standorten oder bei starken Kastaniendeckung weniger zahlreich; der Aspekt wird somit monoton.
";Moder;"Saure; kolluviale Braunerde bis Kryptopodsol.
";"Skelettgehalt mittel bis äusserst hoch; Gründigkeit mittel bis äusserst tief; durchlässig; keine Vernässung.
";0;0;2;;;1;0;1;2;2;2;1;2;2;2;0;2;2;1;2;0;0;0;2;2;2;0;34a
34.002;34b   ;Cruciato glabrae-Quercetum;"Winterlinde; Kirsche; Spitzahorn; Hopfenbuche; Traubeneiche und Flaumeiche dominieren; dazu Birke; Kastanie; Buche; Mehlbeere; Zittelpappel; Sommerlinde; Esche; Feldahorn; Feldulme; Waldföhre; Eibe; Robinie; Nussbaum; Hagebuche. Pionierbaumarten. Potentiell entsteht ein mittlerer Eichen-Hopfenbuchen- Lindenmischwald (25ABL); mit Laurophyllenunterholz.
";20;25;27;25;;"Untergrund mit basischem Material (z. B. Moränen). Hanglagen; meistens Sonnenhänge. Bis 700 (800) m über Meer
";"Sobald die Kastaniendominanz kleiner ist; zeigen sich Basenzeiger; mittlere Arten sowie Efeu als Teppich am Boden und kletternd; aber keine anspruchsvolle Farne
";"Moder; Mull (teilweise trockene Ausprägung)";"Braunerde; oberflächlich versauert; im Unterboden basenreicher.
";"Skelettgehalt mittel bis äusserst hoch; Gründigkeit mittel bis äusserst tief; durchlässig; keine Vernässung.
";2;2;2;;;0;1;1;2;1;2;1;1;2;2;0;2;0;1;2;0;0;2;0;0;0;0;34b
35;35;Galio-Carpinetum;"Laubmischwald mit Eichen; Hagebuche; Kirschbaum; Feldahorn; Mehlbeere; Sommerlinde und nur vereinzelten Buchen. 
";25;35;37;35;;"Ebene Lagen mit frühlingsfeuchten und sommertrockenen Böden; z. T. im Spätfrostlagen; in niederschlagsärmeren Gegenden (Jahresniederschlag unter 900 mm).
";"Krautschicht kann sehr unterschiedlich entwickelt sein. Kombination von einigen frischezeigenden Frühlingsblühern und Trockenheitszeigern sowie Säureund Basenzeigern ist charakteristisch.
";Mull;"Parabraunerde oder Braunerde
";"Im Frühling feucht; im Sommer stark austrocknend; Skelettgehalt hoch bis sehr hoch; Gründigkeit sehr tief; durchlässig; keine Vernässung
";0;9;1;70;;1;2;0;0;0;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;2;35
35.001;35A   ;Stellario-Carpinetum;"Wüchsiger Laubmischwald mit Eiche (v. a. Stieleiche); Hagebuche; Esche; Sommerlinde; Kirschbaum; Feldahorn; vereinzelt Bergahorn und Buche.
";25;35;37;35;;"Ebene Lagen mit wechselfeuchten Böden mit Frühjahrsfeuchtigkeit; in niederschlagsärmeren Gegenden (Jahresniederschlag unter 900 mm).
";"Im Frühling krautig; im Sommer wenige Kräuter.
";Mull;"Braunerde; Parabraunerde  vernässt
";"Feinkörnig bis tonig; im Frühling feucht; im Sommer wechseltrocken mit ausgeprägten Austrocknungsperioden; basen- und oft kalkhaltig. Skelettgehalt sehr gerin bis mittel; Gründigkeit tief; Durchlässigkeit mittel bis gering; stark bis schwach grundnass oder pseudovergleyt.
";0;9;1;70;;2;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;35A
35.00007;35M   ;Galio-Carpinetum molinietosum;"Mässigwüchsige Eichen-Mischbestände mit Hageuche; Esche; Kirschbaum. Der meist lockere Kronenschirm lässt viel Licht ins Bestandesinnere. 
";20;35;27;25;;"Collin. Wechselfeuchte Böden in flachen Lagen. 
";"Artenreich. Bodenvegetation grasig-krautig. 
";Mull;"Parabraunerden. 
";"Wechseltrockene Lehmböden. Oberflächlich stellenweise versauert
";0;9;;;;2;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;35M
35.00011;35Q   ;;"In der Hartholzaue oder in planarer Lage durch Stieleiche; Winterlinde und Esche dominierter Mischwald. Robinie und Feldahorn kommen regelmässig vor. Vorhanden sind manchmal auch Auenwaldreste von früheren Stadien (Pappel; Weiden; Föhren) die sich allmählich verdünnen.
";22;28;32;30;;"Hartholzaue der sich auch als zonale Schullasstadium erhalten kann; kommt in wenig bis kaum vom Grundwasser und von Hochwasser beeinflussten Stellen vor.  
";"Artenreich. Bodenvegetation grasig-krautig. Im Frühling grün und blühend (Geophyten); eher krautreich im Sommer.
";Mull bisModer;"Mehr oder wenig tief verbraunte Böden abgehend vom Ranker bis in polyphasisch entwickelt durch Auflandung von Schlick und Lehm.
";"Wechseltrockene Braunerden. Oberflächlich stellenweise versauert.
";0;0;2;;;1;2;0;2;0;1;0;0;0;0;0;2;0;2;0;0;0;2;1;2;2;2;35Q
35.00012;35S   ;Scillo-Carpinetum;"Wüchsiger Laubmischwald mit Kirschbaum; Eichen; Hagebuche; Esche; Winterlinde; Ulme; Robinien und Lianen. Teilweise Buchenfähige Standorte.
";25;30;32;30;;"Colline Stufe in Lagen mit tonreichen Böden und allgemein grosse Wasserspeicherkapazität. Tallagen der Mendrisiotto mit klimatischen Einfluss der Po-Ebene.
";"Im Vorfrühling sehr blumenreich (Geophyten wie Scilla; Leucojum; Allium; ...); dann krautig; im Hochsommer wenige Kräuter
";Mull;"Braunerde
";"Feinkörnig bis tonig; im Frühling feucht; im Sommer warme Böden; wechseltrocken; basen- und kalkhaltig
";2;1;2;60;200;2;1;1;1;2;2;0;0;0;0;0;2;0;2;0;0;2;2;1;2;1;1;35S
36;36;Carpino betuli-Ostryetum;"Meistens hängende Niederwälder; von Hopfenbuche dominiert; dazu Hagebuche; Linden; Feldahorn; Esche; Mannaesche; Eichen; Zürgelbaum; Stechpalme; Nussbaum; Edellorbeer. Meistens buchenfähig.
";14;25;27;25;;"Kalk; mittlere Lagen; alle Expositionen; meistens zonal. Bis 800 (1000) m über Meer
";"Krautiges; vielfältiges Unterholz; mit Basenzeigern und mittleren Arten. Oft Teppiche von Efeu und Immergrün.
";"Mull; Kalkmull";"Rendzina; Neutrale Braunerde
";"Skelettgehalt mittel bis sehr hoch; Gründigkeit mittel bis sehr tief; Durchlässigkeit normal bis sehr hoch; keine Vernässung. Meistens frisch aber in Sommer manchmal stark austrockend.
";1;1;1;;;0;1;1;1;2;1;2;2;2;2;0;2;0;2;2;0;2;2;0;0;0;2;36
37;37;Fraxino orni-Ostryetum;"Meistens hängende Niederwälder in denen Hopfenbuche dominiert; mit Mannaesche; Flaumeiche; Mehlbeere; Zerreiche und Zürgelbaum. Dazu Edellorbeer.
";9;18;20;18;;"Trockene; felsige flachgründige oder exponierte Standorte auf Kalk; alle Expositionen. Bis 800 (1000) m über Meer.
";"Unter dichten Strauchschichten (Heckenrose; Alpengoldregen; Felsenmispel; Strauchwicke; Mäusedorn; Kreuzdorn; Schwarzdorn etc. ) viele Basenzeiger sowie wenige mittleren Arten und Trockenheitszeiger.
";Mull;"Rendzina; Pararendzina und stellenweise Braunerde
";"Skelettgehalt mittel bis sehr hoch; Gründigkeit mittel bis sehr tief; Durchlässigkeit gering; keine Vernässung.
";1;1;1;50;;0;1;1;0;1;0;1;1;1;1;2;1;2;1;2;0;2;1;0;0;0;0;37
38;38;Arabidi turritae-Quercetum pubescentis;"Schlecht wüchsiger; oft lichter Eichenwald mit Flaum- und Traubeneiche; Mehlbeere; Schneeballblättrigem Ahorn; Elsbeere; Wildbirne. 
";7;15;17;15;;"Südexponierte trockene Kalkfelshänge in warmen Lagen. 
";"Unterschicht artenreich; meistens grasig oder krautig.
";Xeromull;"Rendzina; Regosol; z.T. verbraunt
";"Flachgründig; trocken
";9;1;;;;0;1;1;0;2;2;1;1;1;1;2;0;0;2;1;0;0;2;0;0;0;2;38
38.1;38*   ;"Asperulo purpurei-Quercetum pubescentis PROV. (p.p. Helleboro-Ornetum Subass. asteretosum in ANTONIETTI; 1968und p.p.";"Flaumeichen-Buschwald auf kalkreichen Gesteinen. 
";9;18;20;18;;"Trockene Hänge (Fels) in warmen; sonnigen; kalkreichen Lagen. Kalkfelshänge mit stabilen Terassen.
";"Unterschicht sehr artenreich; grasig oder krautig.
";Xeromull;"Rendzina; z.T. verbraunt; wenig steinig.
";"Trocken; meist basenreich; oberflächlich schwach versauert
";1;1;1;;;0;1;2;0;2;0;1;1;1;2;2;0;0;2;2;0;0;2;0;0;0;0;38Stern
