NAISTYP_SORT; NAISTYP_C; NAISTYP_HAUPTVAR; NAISTYP_VAR; NAISTYP_NWLD;NAISTYP_NWLD_FR; NAISTYP_HDOM_MIN; NAISTYP_HDOM_MAX; NAISTYP_HMAX_NAD; NAISTYP_HMAX_LAU;NAISTYP_BEM4; NAISTYP_STAO; NAISTYP_STAO_FR; NAISTYP_VASP; NAISTYP_VASP_FR; NAISTYP_HUMF; NAISTYP_ENT;NAISTYP_EIG; NAISTYP_EIG_FR; NTYP_KG_FEIN; NTYP_KG_GESTEIN; NAISTYP_KG_V; NAISTYP_KG_T_MIN; NAISTYP_KG_T_MAX; NTYP_AM_S; NTYP_AM_B; NTYP_RT_MITTELH; NTYP_RT_MULDE; NTYP_RT_KUPPE; NTYP_RT_PLATEAU; NTYP_RT_STEILH; NTYP_FELS; NTYP_BL_FELS_ST; NTYP_BL_FELS_WE; NTYP_BL_KARREN; NTYP_BL_SCHUTT_M; NTYP_BL_SCHUTT_S; NTYP_BL_SCHUTT_X; NTYP_STEINSCHLAG; NTYP_LAWINEN; NTYP_RUTSCHUNG; NTYP_EROSION; NTYP_WASS_BACH; NTYP_WASS_KLEIN; NTYP_WASS_QUELL; NTYP_WECHSELF; NAISTYP_GFX; ART_LNK_HG_NATW; ART_LNK_HG_HOE; ART_LNK_HG_STD; ART_LNK_HG_VEGA; ART_LNK_HG_MERKM; ART_LNK_HG_BS; ART_LNK_HG_SS; ART_LNK_HG_KS; ART_LNK_HG_MS; NAISTYP_OEG_HAWA; NAISTYP_OEB_HAWA; NAISTYP_OEG_SOWA; NAISTYP_OEB_SOWA; NAISTYP_OEG_WEFE; NAISTYP_OEB_WEFE; NAISTYP_OEG_AUE; NAISTYP_OEG_PIO; NAISTYP_ANFE; NAISTYP_OEG_GEB
46,00007;46M;;H;"Fichte und seltener auch Tannen dominieren, dazu Vogelbeere. Schlussgrad normal bis locker, auf gründigen Standorten grosse Konkurrenz zwischen den Baumkronen. Einzelbäume und Kleinkollektive. Auf felsigen, flachgründigen Standorten sind die Bestände stufig (auch Rottenansätze) und oft schlechtwüchsig
";"L’épicéa et, plus rarement, le sapin dominent, accompagnés du sorbier des oiseleurs. Degré de fermeture normal à entrouvert ; dans les stations profondes, il y a une grande concurrence au niveau des houppiers. Arbres isolés et petits collectifs. Dans les stations rocheuses superficielles, les peuplements sont étagés (petites troches) et souvent mal conformés. ";20;35;38;25;;"Vor allem auf kalkfreiem, tonarmem, durchlässigem Substrat. Meist flache Lagen ohne Oberflächenerosion (Kuppen), in kühler Lage zum Teil auch auf Felsen
";Surtout sur substrat perméable non calcaire et pauvre en argiles. En général, replats sans érosion superficielle (élévations de terrain), parfois sur la roche aux endroits frais. ;"Heidelbeere, Moosschicht vollständig deckend. Auf ehemaligen Kahlflächen und in überaus dichtstehenden Beständen kann die Heidelbeere sehr stark
zurücktreten. Eine Standortsansprache kann nur mit Hilfe einer Beurteilung des Bodens erfolgen.
";Myrtille, strate muscinale totalement couvrante. La myrtille peut fortement régresser sur les anciennes trouées et dans les peuplements denses. La station ne peut être déterminée que par un examen du sol. ;Rohhumus und Moder;"Podsol, stellenweise bei Beweidung Braunpodsol, podsolierte Braunerde, vernässter Podsol
";"Skelettgehalt mittel bis hoch, Gründigkeit sehr tief, Durchlässigkeit hoch bis mittel, keine Vernässung bis pseudovergleyt.
";Pierrosité moyenne à élevée, sol très profond, perméabilité élevée à moyenne, non hydromorphe à pseudogleyifié. ;0;0;9;105;;1;0;2;0;1;1;2;2;2;1;0;0;0;2;0;2;2;2;0;0;0;0;46M;;;;;;;;;;1;;0;;0;;0;0;2;0
46,0000703;46MRe;46M;U;"Fichte dominiert, dazu Vogelbeere. Schlussgrad normal bis locker, auf gründigen Standorten grosse Konkurrenz zwischen den Baumkronen. Einzelbäume und Kleinkollektive. Auf felsigen, flachgründigen Standorten sind die Bestände stufig (auch Rottenansätze)
";"L’épicéa domine, accompagné du sorbier des oiseleurs. Degré de fermeture normal à entrouvert ; dans les stations profondes, il y a une grande concurrence au niveau des houppiers. Arbres isolés et petits collectifs. Dans les stations rocheuses superficielles, les peuplements sont étagés (petites troches). ";20;35;38;25;;"Vor allem auf kalkfreiem, tonarmem, durchlässigem Substrat. Meist flache Lagen ohne Oberflächenerosion (Kuppen), in kühler Lage zum Teil auch auf Felsen
";Surtout sur substrat perméable non calcaire et pauvre en argiles. En général, replats sans érosion superficielle (élévations de terrain), parfois sur la roche aux endroits frais. ;"Heidelbeere, Moosschicht vollständig deckend. Auf ehemaligen Kahlflächen und in überaus dichtstehenden Beständen kann die Heidelbeere sehr stark
zurücktreten. Eine Standortsansprache kann nur mit Hilfe einer Beurteilung des Bodens erfolgen.
";Myrtille, strate muscinale totalement couvrante. La myrtille peut fortement régresser sur les anciennes trouées et dans les peuplements denses. La station ne peut être déterminée que par un examen du sol. ;;;;;0;0;9;105;;1;0;2;0;1;1;2;2;2;1;0;0;0;2;0;2;2;2;0;0;0;0;46MRe;;Y;Y;Y;Y;;Y;Y;Y;1;;0;;0;;0;0;2;0
46,013;46t;;H;"Fichten-Tannenwald mit Birke und Waldföhre, dazu Buche, Stieleiche und Vogelbeere im Nebenbestand. 
";Pessière-sapinière avec bouleau et pin sylvestre, accompagnés du hêtre, du chêne pédonculé et du sorbier des oiseleurs en peuplement accessoire. ;28;35;38;30;;"Flache und leicht geneigte Lagen auf saurer Unterlage
";Stations plates ou légèrement pentues sur substrat acide. ;"Heidelbeere und Moose dominieren, Farne stets vorhanden.
";La myrtille et les mousses dominent, fougères toujours présentes. ;Rohhumus oder Moder, teilweise feuchte Ausprägungen;"Nassböden beeinflusst durch Stauwasser, vernässte/podsolierte Braunerde oder Parabraunerde
";"Skelettgehalt sehr gering bis mittel, Gründigkeit sehr tief, Durchlässigkeit mittel bis gering, Stagnogley, Pseudogley bis schwach pseudovergleyt.
";Pierrosité très faible à moyenne, sol très profond, perméabilité moyenne à faible, stagnogley, pseudogley à peu pseudogleyifié.   ;0;0;1;85;;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;46t;;;;;;;;;;1;;0;;0;;0;0;0;0
46,1;46*;;H;"Tanne und Fichte dominieren, dazu Vogelbeere. Schlussgrad locker, Einzelbäume und Kleinkollektive, auch Rottenansätze
";Le sapin et l’épicéa dominent, accompagnés du sorbier des oiseleurs. Degré de fermeture entrouvert. Arbres isolés, petits collectifs et petites troches. ;20;30;32;20;;"Auf sehr dichter Unterlage, flach, stellenweise leicht geneigt. Je weiter oben, je niederschlagsreicher, je dichter der Untergrund und je kühler, desto eher werden auch mässig geneigte Hanglagen besiedelt.
";Stations plates, voire légèrement pentues par endroits, sur substrat très compact. Plus on monte, plus les précipitations sont fortes, plus le substrat est compact, plus le climat est frais et plus les pentes modérées sont colonisées.  ;"Sehr moosreich, mit Torfmoos, Heidelbeere
";Très riche en mousses, avec sphaignes et myrtilles. ;Rohhumus, Torf, stellenweise Rohhumus, feuchte Ausprägung;"Nassgebleichte Nassböden, beeinflusst durch Stauwasser, vernässte Braunerde.
";"Skelettgehalt sehr gering bis hoch, Gründigkeit mittel bis sehr tief, Durchlässigkeit mittel bis gering, Stagnogley, Pseudogley bis schwach pseudovergleyt. 
";Pierrosité très faible à élevée, sol moyen à très profond, perméabilité moyenne à faible, stagnogley, pseudogley à peu pseudogleyifié.  ;0;0;9;60;;1;2;2;2;2;1;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;46Stern;;;;;;;;;;1;;0;;0;;0;0;0;0
46,1000003;46*Re;46*;U;"Fichte dominiert, dazu Vogelbeere. Schlussgrad locker, Einzelbäume und Kleinkollektive, auch Rottenansätze

";L’épicéa domine, accompagné du sorbier des oiseleurs. Degré de fermeture entrouvert. Arbres isolés, petits collectifs et petites troches. ;20;30;32;20;;"Auf sehr dichter Unterlage, flach, stellenweise leicht geneigt. Je weiter oben, je niederschlagsreicher, je dichter der Untergrund und je kühler, desto eher werden auch mässig geneigte Hanglagen besiedelt.
";Stations plates, voire légèrement pentues par endroits, sur substrat très compact. Plus on monte, plus les précipitations sont fortes, plus le substrat est compact, plus le climat est frais et plus les pentes modérées sont colonisées. ;"Sehr moosreich, mit Torfmoos, Heidelbeere
";Très riche en mousses, avec sphaignes et myrtilles. ;;;;;0;0;9;60;;1;2;2;2;2;1;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;46SternRe;;;;;;;;;;1;;0;;0;;0;0;0;0
47;47;;;;"Le sapin et l’épicéa sapin dominent, accompagnés du mélèze, du bouleau et du sorbier des oiseleurs. Dans la région 5a qui marque la limite de l’aire de l’épicéa, présence éventuelle de quelques épicéas, mais en revanche quelques hêtres peuvent être présents. Dans la région 5b, la pessière-sapinière à calamagrostide velue avec hêtre constitue parfois l’association définitive de la hêtraie à mélampyre (3, 4) ; l’épicéa est alors absent. Degré de fermeture normal à entrouvert. Arbres isolés et petits collectifs.";25;35;38;25;;"Hochmontan Hauptwaldstandort, unter- & obermontan Sonderwaldstandort. Saure Unterlage, je flacher desto mächtiger ist die organische Auflage. Hanglagen.
";Station forestière principale de l’étage haut-montagnard et station forestière particulière de l'étage montagnard inférieur et supérieur. Substrat acide. Plus le terrain est plat, plus la couverture organique est épaisse. Pentes. ;"Grasig, oft artenarm. Wollreitgras, etwas Heidelbeere.
";Herbeux, souvent pauvre en espèces. Calamagrostide velue, quelques myrtilles. ;Moder, stellenweise Rohhumus, teils erodiert.;"Braunerde, Braunpodsol, Humuspodsol, stellenweise podsolierte Braunerde
";"Skelettgehalt mittel bis hoch, Gründigkeit mittel bis tief, Durchlässigkeit hoch, keine Vernässung.
";Pierrosité moyenne à élevée, moyennement profond à profond, perméabilité élevée, non hydromorphe.;0;0;2;;;1;0;1;2;2;2;1;1;2;1;0;0;0;2;1;1;2;1;0;0;0;0;47;;;;;;;;;;2;HoehStuf HM;2;HoehStuf OM/UM;0;;0;0;2;0
47,0000003;47Re;47;U;"Fichte dominiert, dazu Lärche, Birke und Vogelbeere. Schlussgrad normal bis locker. Einzelbäume und Kleinkollektive

";L’épicéa domine, accompagné du mélèze, du bouleau et du sorbier des oiseleurs. Degré de fermeture normal à entrouvert. Arbres isolés et petits collectifs. ;25;35;38;25;;"Saure Unterlage, je flacher desto mächtiger ist die organische Auflage. Hanglagen.
";Substrat acide. Plus le terrain est plat, plus la couverture organique est épaisse. Pentes. ;"Grasig, oft artenarm. Wollreitgras, etwas Heidelbeere.
";Herbeux, souvent pauvre en espèces. Calamagrostide velue, quelques myrtilles. ;;;;;0;0;2;;;1;0;1;2;2;2;1;1;2;1;0;0;0;2;1;1;2;1;0;0;0;0;47Re;;;;;;;;;;1;;0;;0;;0;0;2;0
47,00003;47D;;;;"Le sapin domine souvent, accompagné de l’épicéa, de quelques mélèzes, sorbiers des oiseleurs et bouleaux. Dans la région 5a qui marque la limite de l’aire de l’épicéa, présence éventuelle de quelques épicéas, mais en revanche quelques hêtres peuvent être présents. Dans la région 5b, la pessière-sapinière à calamagrostide velue riche en fougères avec hêtre constitue parfois l’association définitive de la hêtraie à mélampyre riche en fougères (4) ; l’épicéa est alors absent. Degré de fermeture normal à entrouvert. Arbres isolés et petits collectifs.";30;35;38;25;;"Saure Unterlage, in schattigen Mulden oder Hangfusslagen, konsolidierter Hangschutt oder saure Moränen, häufig etwas blockig. Meistens Schattenlagen
";"Substrat acide ; cuvettes ou pieds de pentes ombragés, éboulis stabilisés ou moraines acides ; souvent quelques blocs. En général lieux ombragés. ";"Krautig-grasig, aber nicht üppig. Wollreitgras, Schneesimse, Keilblättriger Steinbrech, Farne
";Herbes et graminées, mais pas luxuriantes. Calamagrostide velue, luzule blanc-de-neige, saxifrage à feuilles en coin et fougères. ;Moder, stellenweise Rohhumus oder Mull, teils erodiert;"Braunerde, stellenweise podsolierte Braunerde, Braunpodsol, Humuspodsol, Ranker, Regosol
";"Skelettgehalt mittel bis serh hoch, Gründigkeit mittel bis sehr tief, Durchlässigkeit hoch, keine Vernässung.
";Pierrosité moyenne à très élevée, sol moyennement profond à très profond, perméabilité élevée, non hydromorphe. ;0;0;2;;;1;0;2;1;0;0;2;1;1;1;0;0;0;2;1;1;0;2;0;0;0;0;47D;;;;;;;;;;1;;0;;0;;0;0;2;0
47,0000303;47DRe;47D;U;"Fichte dominiert, dazu Lärche, Vogelbeere, Birke. Schlussgrad normal bis locker. Einzelbäume und Kleinkollektive

";L’épicéa domine, accompagné du mélèze, du sorbier des oiseleurs et du bouleau. Degré de fermeture normal à entrouvert. Arbres isolés et petits collectifs. ;30;35;38;25;;"Saure Unterlage, in schattigen Mulden oder Hangfusslagen, konsolidierter Hangschutt oder saure Moränen, häufig etwas blockig. Meistens Schattenlagen
";"Substrat acide ; cuvettes ou pieds de pentes ombragés, éboulis stabilisés ou moraines acides ; souvent quelques blocs. En général lieux ombragés. ";"Krautig-grasig, aber nicht üppig. Wollreitgras, Schneesimse, Keilblättriger Steinbrech, Farne
";Herbes et graminées, mais pas luxuriantes. Calamagrostide velue, luzule blanc-de-neige, saxifrage à feuilles en coin et fougères. ;;;;;0;0;2;;;1;0;2;1;0;0;2;1;1;1;0;0;0;2;1;1;0;2;0;0;0;0;47DRe;;;;;;;;;;1;;0;;0;;0;0;2;0
47,00007;47M;;;;"Le sapin et l’épicéa dominent, accompagnés du sorbier des oiseleurs ainsi que, par endroits, du mélèze et du pin sylvestre. Dans la région 5a qui marque la limite de l’aire de l’épicéa, présence éventuelle de quelques épicéas, mais en revanche quelques hêtres peuvent être présents. Dans la région 5b, la pessière-sapinière à calamagrostide velue avec mélampyre et hêtre constitue parfois l’association définitive de la hêtraie à mélampyre typique (3) ; l’épicéa est alors absent. Degré de fermeture normal à entrouvert. Arbres isolés et petits collectifs.";25;30;32;22;;"Saure Unterlage, konsolidierter Hangschutt oder saure Moränen. Meistens Sonnenhänge
";"Substrat acide ; éboulis stabilisés ou moraines acides. En général versants ensoleillés. ";"Schneesimse, Waldwachtelweizen, Heidelbeere mit geringem Deckungswert, Wollreitgras, Keilblättriger Steinbrech
";Luzule blanc-de-neige, mélampyre des forêts, faible couvert de myrtilles, calamagrostide velue et saxifrage à feuilles en coin. ;Moder, stellenweise Rohhumus, auch trockene Ausprägungen möglich;"Braunerde, stellenweise podsolierte Braunerde, Braunpodsol, Humuspodsol, Ranker, Regosol
";"Skelettgehalt hoch  bis sehr hoch, Gründigkeit mittel, Durchlässigkeit hoch, keine Vernässung
";Pierrosité élevée à très élevée, profondeur moyenne, perméabilité élevée, non hydromorphe. ;0;0;;;;1;0;1;0;1;2;1;1;1;1;0;0;0;2;1;1;2;2;0;0;0;0;47M;;;;;;;;;;1;;0;;0;;0;0;2;0
47,00016;47H;;;;"L’épicéa domine, rarement quelques sapins (dans les régions 2 et 4 seulement) et mélèzes. En outre, sorbier des oiseleurs. Degré de fermeture normal à entrouvert ; souvent peuplements uniformes et denses. Arbres isolés et petits collectifs.";30;35;38;25;;Sonderwaldstandort. Blockschutthalden aus Granit oder Gneis in den Flanken der typischen Trogtäler, ruhender, meist trockener Schutt mit Durchmesser von 30 cm bis 1 m, der nur wenig Kälte speichert;Station forestière particulière. Éboulis de gros blocs de granite ou de gneiss sur les versants des vallées en auge. Éboulis en cours de stabilisation, généralement secs, avec blocs de 30 cm à 1 m, n’emmagasinant que peu de froid.;"Artenarm und monoton, die Steinblöcke sind mit einer dünnen, durchgehenden Moosschicht überzogen
";"Pauvre en espèces et monotone ; les blocs de pierres sont recouverts d’une couche de mousses mince et continue. ";Moder (diskontinuierlich), stellenweise Mull, Rohhumus;"Ranker, Regosol, Gesteinsrohboden, örtlich in Spalten verbraunt
";"Skelettgehalt hoch bis äussert hoch, Gründigkeit mittel bis sehr tief, durchlässig, keine Vernässung
";Pierrosité élevée à extrêmement élevée, sol moyennement profond à très profond, perméable, non hydromorphe. ;0;0;2;;;1;0;2;1;0;0;2;1;2;2;0;0;0;1;1;1;0;0;0;0;0;0;47H;;;;;;;;;;0;;0;;1;;0;0;0;0
47,1;47*;;;;"Le sapin domine, accompagné de nombreux mélèzes, sorbiers des oiseleurs, aulnes verts ainsi que de quelques épicéas ; par endroits : hêtres et érables sycomores chétifs. Degré de fermeture clairiéré. Arbres isolés à longs houppiers, rarement troches de quelques arbres.";20;30;32;20;;"Subalpin und hochmontan Hauptwaldstandort, unter- & obermontan Sonderwaldstandort. Saure Unterlage, häufig an kalten Nordhängen oder im Bereich von kältespeichernden Blockhalden, auch an ost- und westexponierten Hängen
";"Station forestière principale des étages subalpin et haut-montagnard et station forestière particulière de l'étage montagnard inférieur et supérieur. Substrat acide ; souvent sur versants nord froids ou à proximité d’éboulis de gros blocs emmagasinant le froid, aussi sur pentes exposées à l’est et à l’ouest. ";"Üppig, strauchreich, viele Moose. Alpenrosengebüsch mit Reitgrasrasen, Heidelbeeren
";Luxuriant, riche en buissons, mousses abondantes. Buissons de rhododendrons avec pelouses de calamagrostides, myrtilles. ;Rohhumus, stellenweise Moder;"Humuspodsol, Braunerde, stellenweise Podsol, podsolierte Braunerde, Pararendzina, Regosol, Ranker, Gesteinsrohboden, in Taschen podsoliert
";"Skelettreich (Blöcke), Gründigkeit mittel, Durchlässigkeit normal bis übermässig
";Forte pierrosité (blocs), profondeur moyenne, perméabilité normale à extrême. ;0;0;;;;1;0;1;1;2;2;2;1;1;1;1;0;0;1;1;2;0;0;0;0;0;0;47Stern;;;;;;;;;;2;HoehStuf HM oder SA;2;HoehStuf OM/UM;0;;0;0;2;0
47,1000001;47*LÜ;47*;U;"Tanne dominiert, dazu viel Lärche, Vogelbeere, Grünerle. Der Schlussgrad ist aufgelöst.
Einzelbäume mit langen Kronen, selten Rotten mit wenig Bäumen.
";Le sapin domine, accompagné de nombreux mélèzes, sorbiers des oiseleurs et aulnes verts. Degré de fermeture clairiéré. Arbres isolés à longs houppiers, rarement troches de quelques arbres. ;20;30;32;20;;"Subalpin und hochmontan Hauptwaldstandort, unter- & obermontan Sonderwaldstandort. Saure Unterlage, häufig an kalten Nordhängen oder im Bereich von kältespeichernden Blockhalden, auch an ost- und westexponierten Hängen
";"Station forestière principale des étages subalpin et haut-montagnard, station forestière particulière de l'étage montagnard inférieur et supérieur. Substrat acide ; souvent sur versants nord froids ou à proximité d’éboulis de gros blocs emmagasinant le froid, aussi sur pentes exposées à l’est et à l’ouest. ";"Üppig, strauchreich, viele Moose. Alpenrosengebüsch mit Reitgrasrasen, Heidelbeeren
";Luxuriant, riche en buissons, mousses abondantes. Buissons de rhododendrons avec pelouses de calamagrostides, myrtilles. ;;;;;0;0;;;;1;0;1;1;2;2;2;1;1;1;1;0;0;1;1;1;0;0;0;0;0;0;47SternLa;N;;Y;Y;N;;Y;Y;Y;2;HoehStuf HM oder SA;2;HoehStuf OM/UM;0;;0;0;2;0
48;48;;H;"Fichte und Tanne dominieren, dazu Vogelbeere, stellenweise Bergahorn, in unteren Lagen auch Buchen im Nebenbestand. Wenn das Kleinstandortsmosaik stark ausgeprägt ist, ist die Konkurrenz zwischen den Baumkronen gering. Der Schlussgrad ist locker bis räumig. Einzelbäume, Kleinkollektive und Rottenansätze. Stufige Bestände sind häufig. Die Fichte wächst eher auf Blöcken, die Tanne hingegen auch dazwischen.
";L’épicéa et le sapin dominent, accompagnés du sorbier des oiseleurs et, par endroits, de l’érable sycomore. Dans les stations inférieures, hêtre en peuplement accessoire. Lorsque la mosaïque de petites stations est très marquée, la concurrence entre les houppiers est minime. Le degré de fermeture est entrouvert à espacé. Arbres isolés et petits collectifs. Petites troches. Les peuplements sont fréquemment étagés. L’épicéa croît plutôt sur les blocs, le sapin aussi entre-deux. ;25;35;38;25;;"Sonderwaldstandort. Ruhender basischer Blockschutt oder Karren, oft Ablagerungsgebiet eines Bergsturzes, stark ausgeprägtes Kleinrelief.
";Station forestière particulière. Éboulis de gros blocs basiques en cours de stabilisation ou lapiés, souvent zone de dépôt d’un éboulement, microrelief très accentué.  ;"Sehr artenreich. Auf Steinen: Moosteppich mit Heidelbeere, schwarze Heckenkirsche (Lonicera nigra) und Farnen. In Mulden: üppig, artenreich, mit Hochstauden
";Très riche en espèces. Sur les pierres : tapis de mousses avec myrtille, chèvrefeuille noir (Lonicera nigra) et fougères. Dans les cuvettes : luxuriant avec des mégaphorbiées. ;Rohhumus, stellenweise Tangelhumus, Moder;"Gesteinsrohboden, stellenweise Ranker, Regosol, Pararendzina, Rendzina, in Spalten organische Böden
";"Skelettgehalt sehr bis äusserst hoch, Gründgkeit flach bis tief, durchlässig, keine Vernässung
";Pierrosité élevée à extrêmement élevée, sol superficiel à profond, perméable, non hydromorphe. ;0;9;9;0;;2;1;2;1;0;2;0;2;2;2;1;0;0;1;2;2;0;0;0;0;0;0;48;;;;;;;;;;0;;1;;0;;0;0;0;0
49;49;;H;"Tanne und Fichte dominieren, dazu Vogelbeere, in Mulden besonders in basenreicheren Ausbildungen im Nebenbestand auch Bergahorn, Weisserle, stellenweise Esche. Die vernässten Mulden sind zum grossen Teil nadelwaldfeindlich. Wenn die versauerten Kuppen nicht zu gross sind, so ist der Schlussgrad räumig bis aufgelöst. Neben Kleinkollektiven und Einzelbäumen sind auch Rotten vorhanden
";Le sapin et l’épicéa dominent, accompagnés du sorbier des oiseleurs. Dans les cuvettes, surtout plus basiques, on trouve aussi l’érable sycomore, l’aulne blanc et, par endroits, le frêne. Les cuvettes engorgées sont le plus souvent hostiles aux résineux. Lorsque les éminences acidifiées ne sont pas très grandes, le degré de fermeture est espacé à clairiéré. Quelques troches avoisinent de petits collectifs et des arbres isolés. ;20;30;32;25;;"Auf dichter Unterlage, im Bereich von quelligen Aufstössen oder leicht fliessendem Wasser in Mulden.
";Sur substrat cohérent, à proximité de sources ou d’eaux courantes à faible écoulement dans les cuvettes. ;"In Mulden: üppig, artenreich, Waldschachtelhalm, Sumpfdotterblume. Auf Kuppen: Heidelbeere, viele säurezeigende Moose
"; Dans les cuvettes : luxuriant, riche en espèces, prêle des bois, populage. Sur les éminences : myrtille et mousses indicatrices d’acidité abondantes.  ;Im Mulden Mull, feuchte Ausprägung, Anmoor, Torf, auf Kuppen Moder, Rohhumus;"In Mulden Nassböden beeinflusst durch Hang-/Grund- oder Stauwasser, auf Kuppen vernässte Braunerde
";"Skelettgehalt gering bis hoch, Gründigkeit tief bis sehr tief, Durchlässigkeit auf Kuppen mittel bis gering, in Mulden sehr gering, sumpfig bis grundnass, Pseudogley bis pseudovergleyt
";Pierrosité faible à élevée, sol profond à très profond, perméabilité moyenne à faible sur les élévations de terrain à faible dans les cuvettes, tourbeux à influencé par la nappe phréatique, pseudogley à pseudogleyifié. ;0;9;1;50;;1;2;2;1;0;2;0;0;0;0;0;0;0;0;0;0;1;1;0;1;2;1;49;;;;;;;;;;1;;0;;0;;0;0;0;0
49,1;49*;;H;"Fichte dominiert, dazu Grünerle und Vogelbeere. Die vernässten Mulden sind äusserst nadelbaumfeindlich. Schlussgrad räumig bis aufgelöst. Rottenstruktur. Reduzierte Wüchsigkeit wegen stark wechselnder Feuchtigkeit, die Fichte hat oft gelbe Nadeln.
";L’épicéa domine, accompagné de l’aulne vert et du sorbier des oiseleurs. Les cuvettes engorgées sont très hostiles aux résineux. Degré de fermeture espacé à clairiéré. Structure par troches. Croissance réduite par suite des fortes variations d’humidité. Les épicéas ont souvent des aiguilles jaunes. ;10;25;27;20;;"Vor allem auf tonhaltigen Schichten von karbonathaltigen Schiefern, auch Flysch. Oft grossräumige Rutschhänge, die von zahlreichen Quellaufstössen
und kleinen Bachläufen durchsetzt sind. Häufig starke Schwankungen zwischen sehr nass und trocken.
";Surtout sur couches argileuses de schistes carbonatés ou de flysch. Souvent glissements étendus parsemés de nombreuses sources et de petits ruisseaux. Alternance fréquente de périodes très humides et de périodes sèches. ;"In Mulden artenreiche krautige Vegetation mit vielen Sumpfpflanzen. Auf Kuppen Heidelbeere und säurezeigende Moose
";Végétation herbacée riche en espèces et en plantes des marais dans les cuvettes. Myrtille et mousses indicatrices d’acidité sur les éminences. ;In Mulden Anmoor, auf Kuppen Rohhumus, teils erodiert;"Nassböden beeinflusst durch Hang-/Grundwasser oder Stauwasser, vernässter Regosol oder Pararendzina, teils verbraunt
";"Skelettanteil gering bis hoch, Gründigkeit sehr tief bis mittel, Durchlässigkeitmittel bis sehr gering, sumpfig bis grundnass, Pseudogley bis pseudovergleyt
";Pierrosité faible à élevée, sol très profond à moyen, perméabilité moyenne à très faible, tourbeux à influencé par la nappe phréatique, pseudogley à peu pseudogleyifié. ;9;1;1;50;;0;1;2;1;0;2;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;1;49Stern;;;;;;;;;;1;;0;;0;;0;0;0;0
49,1000002;49*Ta;49*;U;"Fichte dominiert, mindestens einzelne Tannen können die Oberschicht erreichen, dazu Bergahorn, Grünerle und Vogelbeere. Die vernässten Mulden sind äusserst nadelbaumfeindlich. Schlussgrad räumig bis aufgelöst. Rottenstruktur. Reduzierte Wüchsigkeit wegen stark wechselnder Feuchtigkeit, die Fichte hat oft gelbe Nadeln.
";L’épicéa domine, au moins quelques sapins peuvent atteindre la strate supérieure. En plus : érable sycomore, aulne vert et sorbier des oiseleurs. Les cuvettes engorgées sont très hostiles aux résineux. Degré de fermeture espacé à clairiéré. Structure par troches. Croissance réduite par suite des fortes variations d’humidité. Les épicéas ont souvent des aiguilles jaunes. ;10;25;27;20;;"Vor allem auf tonhaltigen Schichten von karbonathaltigen Schiefern, auch Flysch. Oft grossräumige Rutschhänge, die von zahlreichen Quellaufstössen
und kleinen Bachläufen durchsetzt sind. Häufig starke Schwankungen zwischen sehr nass und trocken.
";Surtout sur couches argileuses de schistes carbonatés ou de flysch. Souvent glissements étendus parsemés de nombreuses sources et de petits ruisseaux. Alternance fréquente de périodes très humides et de périodes sèches. ;"In Mulden artenreiche krautige Vegetation mit vielen Sumpfpflanzen. Auf Kuppen Heidelbeere und säurezeigende Moose
";Végétation herbacée riche en espèces et en plantes des marais dans les cuvettes. Myrtille et mousses indicatrices d’acidité sur les éminences. ;;;;;9;1;1;50;;0;1;2;1;0;2;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;1;49SternTa;;;Y;Y;Y;;Y;Y;Y;1;;0;;0;;0;0;0;0
