regions;heightLevel;forestType;slope;condition;targets;tannenareal;standortsregion;relief;targetHeight
2b,3;subalpin;53A;;;52;;;;hochmontan Nebenareal der Tanne
2b,3;subalpin;57S;;;46*;;;;hochmontan Nebenareal der Tanne
2b,3;subalpin;58;;;55*;;;;hochmontan Nebenareal der Tanne
2b,3;subalpin;58Lä;;;55*;;;;hochmontan Nebenareal der Tanne
2b,3;subalpin;58C;;;55*;;;;hochmontan Nebenareal der Tanne
2b,3;subalpin;60A;;;50;;;;hochmontan Nebenareal der Tanne
2b,3;subalpin;60ALä;;;50;;;;hochmontan Nebenareal der Tanne
2b,3;subalpin;60E;;;;;M, J, 1, 2a;;hochmontan Nebenareal der Tanne
2b,3;subalpin;60E;;;49*Ta;;2b, 3;;hochmontan Nebenareal der Tanne
2b,3;subalpin;60*;> 70%;;60*Ta;;;;hochmontan Nebenareal der Tanne
2b,3;subalpin;60*;< 70%;;50*;;;;hochmontan Nebenareal der Tanne
2b,3;subalpin;60*Lä;> 70%;;60*Lä;;;;hochmontan Nebenareal der Tanne
2b,3;subalpin;60*Lä;< 70%;;50*;;;;hochmontan Nebenareal der Tanne
2b,3;subalpin;60*Ta;> 70%;;60*Ta;;;;hochmontan Nebenareal der Tanne
2b,3;subalpin;60*Ta;< 70%;;50*;;;;hochmontan Nebenareal der Tanne
2b,3;subalpin;72;;;57Bl;;;;hochmontan Nebenareal der Tanne
2b,3;subalpin;72Lä;;;57Bl;;;;hochmontan Nebenareal der Tanne
2b,3;subalpin;66PM;;;32V;;;;hochmontan Nebenareal der Tanne
2b,3;subalpin;67*;;;65*;;;;hochmontan Nebenareal der Tanne
2b,3;subalpin;47*;;;47*;;;;hochmontan Nebenareal der Tanne
2b,3;subalpin;47*Lä;;;47*;;;;hochmontan Nebenareal der Tanne
J,M,1,2a;hochmontan;55;;;6 collin;;;;collin
J,M,1,2a;hochmontan;51;;;6 collin;;;;collin
J,M,1,2a;hochmontan;51;;;7a collin;;;;collin
J,M,1,2a;hochmontan;46M;;;1 collin;;;;collin
J,M,1,2a;hochmontan;46;;;7* collin;;;;collin
J,M,1,2a;hochmontan;46;;;6 collin;;;;collin
J,M,1,2a;hochmontan;55;;;6 collin;;;;collin
J,M,1,2a;hochmontan;51;;;6 collin;;;;collin
J,M,1,2a;hochmontan;51;;;7a collin;;;;collin
J,M,1,2a;hochmontan;46M;;;1 collin;;;;collin
J,M,1,2a;hochmontan;46;;;7* collin;;;;collin
J,M,1,2a;hochmontan;46;;;6 collin;;;;collin
J,M,1,2a;hochmontan;48;;;22 collin;;;;collin
J,M,1,2a;hochmontan;48;;;22 collin;;;;collin
J,M,1,2a;hochmontan;48;;;22 collin;;;;collin
J,M,1,2a;hochmontan;57Bl;;;22 collin;;;;collin
J,M,1,2a;hochmontan;57Bl;;;22 collin;;;;collin
J,M,1,2a;hochmontan;48;;;22 collin;;;;collin
J,M,1,2a;hochmontan;50;;;7S collin;;;;collin
J,M,1,2a;hochmontan;50;;;7S collin;;;;collin
J,M,1,2a;hochmontan;47H;;;34* collin;;;;collin
J,M,1,2a;hochmontan;58Bl;;;22 collin;;;;collin
J,M,1,2a;hochmontan;53*;;;62 collin;;;;collin
J,M,1,2a;hochmontan;51;;;6 collin;;;;collin
J,M,1,2a;hochmontan;51;;;7a collin;;;;collin
J,M,1,2a;hochmontan;51Re;;;6 collin;;;;collin
J,M,1,2a;hochmontan;51Re;;;7a collin;;;;collin
J,M,1,2a;hochmontan;55*;;;1 collin;;;;collin
J,M,1,2a;hochmontan;55*;;;1 collin;;;;collin
J,M,1,2a;hochmontan;59R;;;22 collin;;;;collin
J,M,1,2a;hochmontan;55;;;6 collin;;;;collin
J,M,1,2a;hochmontan;55;;;6 collin;;;;collin
J,M,1,2a;hochmontan;51;;;6 collin;;;;collin
J,M,1,2a;hochmontan;51;;;7a collin;;;;collin
J,M,1,2a;hochmontan;46M;;;1 collin;;;;collin
J,M,1,2a;hochmontan;46;;;7* collin;;;;collin
J,M,1,2a;hochmontan;46;;;6 collin;;;;collin
J,M,1,2a;hochmontan;67;;;38 collin;;;;collin
J,M,1,2a;hochmontan;65*;;;38 collin;;;;collin
J,M,1,2a;hochmontan;69;;;38 collin;;;;collin
J,M,1,2a;hochmontan;65;;;38 collin;;;;collin
J,M,1,2a;hochmontan;70;;;41* collin;;;;collin
J,M,1,2a;hochmontan;68;;;41* collin;;;;collin
J,M,1,2a;hochmontan;68*;;;41* collin;;;;collin
J,M,1,2a;hochmontan;71;;;45 collin;;;;collin
J,M,1,2a;hochmontan;50;;;7S collin;;;;collin
J,M,1,2a;hochmontan;AV;;;7S collin;;;;collin
J,M,1,2a;hochmontan;23;;;25* collin;;;;collin
J,M,1,2a;hochmontan;24*;;;25F collin;;;;collin
J,M,1,2a;hochmontan;27*;;;27 collin;;;;collin
J,M,1,2a;hochmontan;27*;;;26 collin;;;;collin
J,M,1,2a;hochmontan;32V;;;28 collin;;;;collin
J,M,1,2a;hochmontan;49*Ta;;;27 collin;;;;collin
J,M,1,2a;hochmontan;49*Ta;;;26 collin;;;;collin
J,M,1,2a;hochmontan;49*;;;26 collin;;;;collin
J,M,1,2a;hochmontan;49*;;;27 collin;;;;collin
J,M,1,2a;hochmontan;53Ta;;;62 collin;;;;collin
J,M,1,2a;hochmontan;53*;;;62 collin;;;;collin
J,M,1,2a;hochmontan;53Ta;;;62 collin;;;;collin
J,M,1,2a;hochmontan;53Lä;;;62 collin;;;;collin
J,M,1,2a;hochmontan;52;;;14 collin;;;;collin
J,M,1,2a;hochmontan;46*;;;7* collin;;;;collin
J,M,1,2a;hochmontan;46*;;;7* collin;;;;collin
J,M,1,2a;hochmontan;55*;;;1 collin;;;;collin
J,M,1,2a;hochmontan;55*;;;1 collin;;;;collin
J,M,1,2a;hochmontan;55*;;;1 collin;;;;collin
J,M,1,2a;hochmontan;50;;;7S collin;;;;collin
J,M,1,2a;hochmontan;50;;;7S collin;;;;collin
J,M,1,2a;hochmontan;49;;;27 collin;;;;collin
J,M,1,2a;hochmontan;49;;;7b collin;;;;collin
J,M,1,2a;hochmontan;49*;;;27 collin;;;;collin
J,M,1,2a;hochmontan;49*;;;26 collin;;;;collin
J,M,1,2a;hochmontan;60*Ta;;;17 collin;;;;collin
J,M,1,2a;hochmontan;60*Ta;;;17 collin;;;;collin
J,M,1,2a;hochmontan;50*;;;9a collin;;;;collin
J,M,1,2a;hochmontan;60*Lä;;;17 collin;;;;collin
J,M,1,2a;hochmontan;60*Lä;;;17 collin;;;;collin
J,M,1,2a;hochmontan;50*;;;9a collin;;;;collin
J,M,1,2a;hochmontan;60*Ta;;;17 collin;;;;collin
J,M,1,2a;hochmontan;60*Ta;;;17 collin;;;;collin
J,M,1,2a;hochmontan;50*;;;9a collin;;;;collin
J,M,1,2a;hochmontan;57Bl;;;22 collin;;;;collin
J,M,1,2a;hochmontan;57Bl;;;22 collin;;;;collin
J,M,1,2a;hochmontan;57Bl;;;22 collin;;;;collin
J,M,1,2a;hochmontan;57Bl;;;22 collin;;;;collin
J,M,1,2a;hochmontan;32V;;;28 collin;;;;collin
J,M,1,2a;hochmontan;65*;;;38 collin;;;;collin
J,M,1,2a;hochmontan;21;;;7S collin;;;;collin
J,M,1,2a;hochmontan;23H;;;7S collin;;;;collin
J,M,1,2a;hochmontan;26;;;26 collin;;;;collin
J,M,1,2a;hochmontan;26w;;;26 collin;;;;collin
J,M,1,2a;hochmontan;32C;;;28 collin;;;;collin
J,M,1,2a;hochmontan;32*;;;;;;;collin
J,M,1,2a;hochmontan;33V;;;;;;;collin
J,M,1,2a;hochmontan;24;;;25 collin;;;;collin
J,M,1,2a;hochmontan;40PBl;;;;;;;collin
J,M,1,2a;hochmontan;40P;;;;;;;collin
J,M,1,2a;hochmontan;46Re;;;7* collin;;;;collin
J,M,1,2a;hochmontan;46Re;;;6 collin;;;;collin
J,M,1,2a;hochmontan;46MRe;;;1 collin;;;;collin
J,M,1,2a;hochmontan;46*Re;;;7* collin;;;;collin
J,M,1,2a;hochmontan;46*Re;;;7* collin;;;;collin
J,M,1,2a;hochmontan;47;;;6 collin;;;;collin
J,M,1,2a;hochmontan;47*;;;6 collin;;;;collin
J,M,1,2a;hochmontan;47*;;;6 collin;;;;collin
J,M,1,2a;hochmontan;47*Lä;;;6 collin;;;;collin
J,M,1,2a;hochmontan;50Re;;;7S collin;;;;collin
J,M,1,2a;hochmontan;50P;;;7S collin;;;;collin
J,M,1,2a;hochmontan;50*Re;;;9a collin;;;;collin
J,M,1,2a;hochmontan;51C;;;6 collin;;;;collin
J,M,1,2a;hochmontan;51C;;;7a collin;;;;collin
J,M,1,2a;hochmontan;52Re;;;14 collin;;;;collin
J,M,1,2a;hochmontan;52T;;;14 collin;;;;collin
J,M,1,2a;hochmontan;54;;;14 collin;;;;collin
J,M,1,2a;hochmontan;54A;;;7a collin;;;;collin
J,M,1,2a;hochmontan;56;;;45 collin;;;;collin
J,M,1,2a;hochmontan;66;;;66 collin;;;;collin
2b,3;hochmontan;55;;;55 collin;;;;collin
2b,3;hochmontan;51;;;51 collin;;;;collin
2b,3;hochmontan;51;;;51 collin;;;;collin
2b,3;hochmontan;46M;;;46M collin;;;;collin
2b,3;hochmontan;46;;;46 collin;;;;collin
2b,3;hochmontan;46;;;46 collin;;;;collin
2b,3;hochmontan;55;;;55 collin;;;;collin
2b,3;hochmontan;51;;;51 collin;;;;collin
2b,3;hochmontan;51;;;51 collin;;;;collin
2b,3;hochmontan;46M;;;46M collin;;;;collin
2b,3;hochmontan;46;;;46 collin;;;;collin
2b,3;hochmontan;46;;;46 collin;;;;collin
2b,3;hochmontan;48;;;48 collin;;;;collin
2b,3;hochmontan;48;;;48 collin;;;;collin
2b,3;hochmontan;48;;;48 collin;;;;collin
2b,3;hochmontan;57Bl;;;48 collin;;;;collin
2b,3;hochmontan;57Bl;;;48 collin;;;;collin
2b,3;hochmontan;48;;;48 collin;;;;collin
2b,3;hochmontan;50;;;50 collin;;;;collin
2b,3;hochmontan;50;;;50 collin;;;;collin
2b,3;hochmontan;47H;;;47H collin;;;;collin
2b,3;hochmontan;58Bl;;;47H collin;;;;collin
2b,3;hochmontan;53*;;;53* collin;;;;collin
2b,3;hochmontan;51;;;51 collin;;;;collin
2b,3;hochmontan;51;;;51 collin;;;;collin
2b,3;hochmontan;51Re;;;51 collin;;;;collin
2b,3;hochmontan;51Re;;;51 collin;;;;collin
2b,3;hochmontan;55*;;;55* collin;;;;collin
2b,3;hochmontan;55*;;;55* collin;;;;collin
2b,3;hochmontan;59R;;;47H collin;;;;collin
2b,3;hochmontan;55;;;55 collin;;;;collin
2b,3;hochmontan;55;;;55 collin;;;;collin
2b,3;hochmontan;51;;;51 collin;;;;collin
2b,3;hochmontan;51;;;51 collin;;;;collin
2b,3;hochmontan;46M;;;46M collin;;;;collin
2b,3;hochmontan;46;;;46 collin;;;;collin
2b,3;hochmontan;46;;;46 collin;;;;collin
2b,3;hochmontan;67;;;;;;;collin
2b,3;hochmontan;65*;;;65* collin;;;;collin
2b,3;hochmontan;69;;;;;;;collin
2b,3;hochmontan;65;;;65 collin;;;;collin
2b,3;hochmontan;70;;;;;;;collin
2b,3;hochmontan;68;;;68 collin;;;;collin
2b,3;hochmontan;68*;;;68* collin;;;;collin
2b,3;hochmontan;71;;;45 collin;;;;collin
2b,3;hochmontan;50;;;50 collin;;;;collin
2b,3;hochmontan;AV;;;50 collin;;;;collin
2b,3;hochmontan;23;;;23 collin;;;;collin
2b,3;hochmontan;24*;;;24* collin;;;;collin
2b,3;hochmontan;27*;;;27* collin;;;;collin
2b,3;hochmontan;27*;;;27* collin;;;;collin
2b,3;hochmontan;32V;;;32C collin;;;;collin
2b,3;hochmontan;49*Ta;;;49* collin;;;;collin
2b,3;hochmontan;49*Ta;;;49* collin;;;;collin
2b,3;hochmontan;49*;;;49* collin;;;;collin
2b,3;hochmontan;49*;;;49* collin;;;;collin
2b,3;hochmontan;53Ta;;;53 collin;;;;collin
2b,3;hochmontan;53*;;;53* collin;;;;collin
2b,3;hochmontan;53Ta;;;53 collin;;;;collin
2b,3;hochmontan;53Lä;;;53 collin;;;;collin
2b,3;hochmontan;52;;;52 collin;;;;collin
2b,3;hochmontan;46*;;;46* collin;;;;collin
2b,3;hochmontan;46*;;;46* collin;;;;collin
2b,3;hochmontan;55*;;;55* collin;;;;collin
2b,3;hochmontan;55*;;;55* collin;;;;collin
2b,3;hochmontan;55*;;;55* collin;;;;collin
2b,3;hochmontan;50;;;50 collin;;;;collin
2b,3;hochmontan;50;;;50 collin;;;;collin
2b,3;hochmontan;49;;;49 collin;;;;collin
2b,3;hochmontan;49;;;49 collin;;;;collin
2b,3;hochmontan;49*;;;49* collin;;;;collin
2b,3;hochmontan;49*;;;49* collin;;;;collin
2b,3;hochmontan;60*Ta;;;60* collin;;;;collin
2b,3;hochmontan;60*Ta;;;60* collin;;;;collin
2b,3;hochmontan;50*;;;50* collin;;;;collin
2b,3;hochmontan;60*Lä;;;60* collin;;;;collin
2b,3;hochmontan;60*Lä;;;60* collin;;;;collin
2b,3;hochmontan;50*;;;50* collin;;;;collin
2b,3;hochmontan;60*Ta;;;60* collin;;;;collin
2b,3;hochmontan;60*Ta;;;60* collin;;;;collin
2b,3;hochmontan;50*;;;50* collin;;;;collin
2b,3;hochmontan;57Bl;;;48 collin;;;;collin
2b,3;hochmontan;57Bl;;;48 collin;;;;collin
2b,3;hochmontan;57Bl;;;48 collin;;;;collin
2b,3;hochmontan;57Bl;;;48 collin;;;;collin
2b,3;hochmontan;32V;;;32C collin;;;;collin
2b,3;hochmontan;65*;;;65* collin;;;;collin
2b,3;hochmontan;21;;;;;;;collin
2b,3;hochmontan;23H;;;23H collin;;;;collin
2b,3;hochmontan;26;;;26 collin;;;;collin
2b,3;hochmontan;26w;;;26w collin;;;;collin
2b,3;hochmontan;32C;;;32C collin;;;;collin
2b,3;hochmontan;32*;;;32* collin;;;;collin
2b,3;hochmontan;33V;;;33V collin;;;;collin
2b,3;hochmontan;24;;;24 collin;;;;collin
2b,3;hochmontan;40PBl;;;40PBl collin;;;;collin
2b,3;hochmontan;40P;;;40P collin;;;;collin
2b,3;hochmontan;46Re;;;46 collin;;;;collin
2b,3;hochmontan;46Re;;;46 collin;;;;collin
2b,3;hochmontan;46MRe;;;46M collin;;;;collin
2b,3;hochmontan;46*Re;;;46* collin;;;;collin
2b,3;hochmontan;46*Re;;;46* collin;;;;collin
2b,3;hochmontan;47;;;55 collin;;;;collin
2b,3;hochmontan;47*;;;55 collin;;;;collin
2b,3;hochmontan;47*;;;55 collin;;;;collin
2b,3;hochmontan;47*Lä;;;55 collin;;;;collin
2b,3;hochmontan;50Re;;;50 collin;;;;collin
2b,3;hochmontan;50P;;;50P collin;;;;collin
2b,3;hochmontan;50*Re;;;50* collin;;;;collin
2b,3;hochmontan;51C;;;51 collin;;;;collin
2b,3;hochmontan;51C;;;51 collin;;;;collin
2b,3;hochmontan;52Re;;;52 collin;;;;collin
2b,3;hochmontan;52T;;;52 collin;;;;collin
2b,3;hochmontan;54;;;54 collin;;;;collin
2b,3;hochmontan;54A;;;54A collin;;;;collin
2b,3;hochmontan;56;;;45 collin;;;;collin
2b,3;hochmontan;66;;;66 collin;;;;collin
2b,3;hochmontan Reliktareal der Tanne;55;;;55 collin;;;;collin
2b,3;hochmontan Reliktareal der Tanne;51Re;;;51 collin;;;;collin
2b,3;hochmontan Reliktareal der Tanne;51Re;;;51 collin;;;;collin
2b,3;hochmontan Reliktareal der Tanne;46MRe;;;46M collin;;;;collin
2b,3;hochmontan Reliktareal der Tanne;55;;;46 collin;;;;collin
2b,3;hochmontan Reliktareal der Tanne;55;;;46 collin;;;;collin
2b,3;hochmontan Reliktareal der Tanne;55;;;55 collin;;;;collin
2b,3;hochmontan Reliktareal der Tanne;51Re;;;51 collin;;;;collin
2b,3;hochmontan Reliktareal der Tanne;51Re;;;51 collin;;;;collin
2b,3;hochmontan Reliktareal der Tanne;46MRe;;;46M collin;;;;collin
2b,3;hochmontan Reliktareal der Tanne;55;;;46 collin;;;;collin
2b,3;hochmontan Reliktareal der Tanne;55;;;46 collin;;;;collin
2b,3;hochmontan Reliktareal der Tanne;47H;;;48 collin;;;;collin
2b,3;hochmontan Reliktareal der Tanne;47H;;;48 collin;;;;collin
2b,3;hochmontan Reliktareal der Tanne;47H;;;48 collin;;;;collin
2b,3;hochmontan Reliktareal der Tanne;57Bl;;;48 collin;;;;collin
2b,3;hochmontan Reliktareal der Tanne;57Bl;;;48 collin;;;;collin
2b,3;hochmontan Reliktareal der Tanne;47H;;;48 collin;;;;collin
2b,3;hochmontan Reliktareal der Tanne;50Re;;;50 collin;;;;collin
2b,3;hochmontan Reliktareal der Tanne;50Re;;;50 collin;;;;collin
2b,3;hochmontan Reliktareal der Tanne;47H;;;47H collin;;;;collin
2b,3;hochmontan Reliktareal der Tanne;58Bl;;;47H collin;;;;collin
2b,3;hochmontan Reliktareal der Tanne;53*;;;53* collin;;;;collin
2b,3;hochmontan Reliktareal der Tanne;51Re;;;51 collin;;;;collin
2b,3;hochmontan Reliktareal der Tanne;51Re;;;51 collin;;;;collin
2b,3;hochmontan Reliktareal der Tanne;51Re;;;51 collin;;;;collin
2b,3;hochmontan Reliktareal der Tanne;51Re;;;51 collin;;;;collin
2b,3;hochmontan Reliktareal der Tanne;55*;;;55* collin;;;;collin
2b,3;hochmontan Reliktareal der Tanne;55*;;;55* collin;;;;collin
2b,3;hochmontan Reliktareal der Tanne;59R;;;47H collin;;;;collin
2b,3;hochmontan Reliktareal der Tanne;55;;;55 collin;;;;collin
2b,3;hochmontan Reliktareal der Tanne;55;;;55 collin;;;;collin
2b,3;hochmontan Reliktareal der Tanne;51Re;;;51 collin;;;;collin
2b,3;hochmontan Reliktareal der Tanne;51Re;;;51 collin;;;;collin
2b,3;hochmontan Reliktareal der Tanne;46MRe;;;46M collin;;;;collin
2b,3;hochmontan Reliktareal der Tanne;55;;;46 collin;;;;collin
2b,3;hochmontan Reliktareal der Tanne;55;;;46 collin;;;;collin
2b,3;hochmontan Reliktareal der Tanne;;;;;;;;collin
2b,3;hochmontan Reliktareal der Tanne;65*;;;65* collin;;;;collin
2b,3;hochmontan Reliktareal der Tanne;;;;;;;;collin
2b,3;hochmontan Reliktareal der Tanne;65;;;65 collin;;;;collin
2b,3;hochmontan Reliktareal der Tanne;;;;;;;;collin
2b,3;hochmontan Reliktareal der Tanne;68;;;68 collin;;;;collin
2b,3;hochmontan Reliktareal der Tanne;68*;;;68* collin;;;;collin
2b,3;hochmontan Reliktareal der Tanne;71;;;45 collin;;;;collin
2b,3;hochmontan Reliktareal der Tanne;50Re;;;50 collin;;;;collin
2b,3;hochmontan Reliktareal der Tanne;AV;;;50 collin;;;;collin
2b,3;hochmontan Reliktareal der Tanne;23;;;23 collin;;;;collin
2b,3;hochmontan Reliktareal der Tanne;24*;;;24* collin;;;;collin
2b,3;hochmontan Reliktareal der Tanne;27*;;;27* collin;;;;collin
2b,3;hochmontan Reliktareal der Tanne;27*;;;27* collin;;;;collin
2b,3;hochmontan Reliktareal der Tanne;32V;;;32C collin;;;;collin
2b,3;hochmontan Reliktareal der Tanne;49*;;;49* collin;;;;collin
2b,3;hochmontan Reliktareal der Tanne;49*;;;49* collin;;;;collin
2b,3;hochmontan Reliktareal der Tanne;49* ;;;49* collin;;;;collin
2b,3;hochmontan Reliktareal der Tanne;49* ;;;49* collin;;;;collin
2b,3;hochmontan Reliktareal der Tanne;53;;;53 collin;;;;collin
2b,3;hochmontan Reliktareal der Tanne;53*;;;53* collin;;;;collin
2b,3;hochmontan Reliktareal der Tanne;53;;;53 collin;;;;collin
2b,3;hochmontan Reliktareal der Tanne;53Lä;;;53 collin;;;;collin
2b,3;hochmontan Reliktareal der Tanne;52Re;;;52 collin;;;;collin
2b,3;hochmontan Reliktareal der Tanne;46*Re;;;46* collin;;;;collin
2b,3;hochmontan Reliktareal der Tanne;46*Re;;;46* collin;;;;collin
2b,3;hochmontan Reliktareal der Tanne;55*;;;55* collin;;;;collin
2b,3;hochmontan Reliktareal der Tanne;55*;;;55* collin;;;;collin
2b,3;hochmontan Reliktareal der Tanne;55*;;;55* collin;;;;collin
2b,3;hochmontan Reliktareal der Tanne;50Re;;;50 collin;;;;collin
2b,3;hochmontan Reliktareal der Tanne;50Re;;;50 collin;;;;collin
2b,3;hochmontan Reliktareal der Tanne;;;;49 collin;;;;collin
2b,3;hochmontan Reliktareal der Tanne;;;;49 collin;;;;collin
2b,3;hochmontan Reliktareal der Tanne;49* ;;;49* collin;;;;collin
2b,3;hochmontan Reliktareal der Tanne;49* ;;;49* collin;;;;collin
2b,3;hochmontan Reliktareal der Tanne;;;;60* collin;;;;collin
2b,3;hochmontan Reliktareal der Tanne;;;;60* collin;;;;collin
2b,3;hochmontan Reliktareal der Tanne;50*Re;;;50* collin;;;;collin
2b,3;hochmontan Reliktareal der Tanne;;;;60* collin;;;;collin
2b,3;hochmontan Reliktareal der Tanne;;;;60* collin;;;;collin
2b,3;hochmontan Reliktareal der Tanne;50*Re;;;50* collin;;;;collin
2b,3;hochmontan Reliktareal der Tanne;;;;60* collin;;;;collin
2b,3;hochmontan Reliktareal der Tanne;;;;60* collin;;;;collin
2b,3;hochmontan Reliktareal der Tanne;50*Re;;;50* collin;;;;collin
2b,3;hochmontan Reliktareal der Tanne;57Bl;;;48 collin;;;;collin
2b,3;hochmontan Reliktareal der Tanne;57Bl;;;48 collin;;;;collin
2b,3;hochmontan Reliktareal der Tanne;57Bl;;;48 collin;;;;collin
2b,3;hochmontan Reliktareal der Tanne;57Bl;;;48 collin;;;;collin
2b,3;hochmontan Reliktareal der Tanne;32V;;;32C collin;;;;collin
2b,3;hochmontan Reliktareal der Tanne;65*;;;65* collin;;;;collin
2b,3;hochmontan Reliktareal der Tanne;;;;;;;;collin
2b,3;hochmontan Reliktareal der Tanne;50Re;;;23H collin;;;;collin
2b,3;hochmontan Reliktareal der Tanne;;;;26 collin;;;;collin
2b,3;hochmontan Reliktareal der Tanne;;;;26w collin;;;;collin
2b,3;hochmontan Reliktareal der Tanne;32C;;;32C collin;;;;collin
2b,3;hochmontan Reliktareal der Tanne;32*;;;32* collin;;;;collin
2b,3;hochmontan Reliktareal der Tanne;33V;;;33V collin;;;;collin
2b,3;hochmontan Reliktareal der Tanne;24;;;24 collin;;;;collin
2b,3;hochmontan Reliktareal der Tanne;40PBl;;;40PBl collin;;;;collin
2b,3;hochmontan Reliktareal der Tanne;40P;;;40P collin;;;;collin
2b,3;hochmontan Reliktareal der Tanne;46Re;;;46 collin;;;;collin
2b,3;hochmontan Reliktareal der Tanne;46Re;;;46 collin;;;;collin
2b,3;hochmontan Reliktareal der Tanne;46MRe;;;46M collin;;;;collin
2b,3;hochmontan Reliktareal der Tanne;46*Re;;;46* collin;;;;collin
2b,3;hochmontan Reliktareal der Tanne;46*Re;;;46* collin;;;;collin
2b,3;hochmontan Reliktareal der Tanne;55;;;55 collin;;;;collin
2b,3;hochmontan Reliktareal der Tanne;;;;55 collin;;;;collin
2b,3;hochmontan Reliktareal der Tanne;;;;55 collin;;;;collin
2b,3;hochmontan Reliktareal der Tanne;;;;55 collin;;;;collin
2b,3;hochmontan Reliktareal der Tanne;50Re;;;50 collin;;;;collin
2b,3;hochmontan Reliktareal der Tanne;50Re;;;50P collin;;;;collin
2b,3;hochmontan Reliktareal der Tanne;50*Re;;;50* collin;;;;collin
2b,3;hochmontan Reliktareal der Tanne;51Re;;;51 collin;;;;collin
2b,3;hochmontan Reliktareal der Tanne;51Re;;;51 collin;;;;collin
2b,3;hochmontan Reliktareal der Tanne;52Re;;;52 collin;;;;collin
2b,3;hochmontan Reliktareal der Tanne;52Re;;;52 collin;;;;collin
2b,3;hochmontan Reliktareal der Tanne;54;;;54 collin;;;;collin
2b,3;hochmontan Reliktareal der Tanne;54A;;;54A collin;;;;collin
2b,3;hochmontan Reliktareal der Tanne;56;;;45 collin;;;;collin
2b,3;hochmontan Reliktareal der Tanne;66;;;66 collin;;;;collin
2b,3;hochmontan Nebenareal der Tanne;51;;;55 collin;;;;collin
2b,3;hochmontan Nebenareal der Tanne;51;;;51 collin;;;;collin
2b,3;hochmontan Nebenareal der Tanne;51;;;51 collin;;;;collin
2b,3;hochmontan Nebenareal der Tanne;46M;;;46M collin;;;;collin
2b,3;hochmontan Nebenareal der Tanne;46;;;46 collin;;;;collin
2b,3;hochmontan Nebenareal der Tanne;46;;;46 collin;;;;collin
2b,3;hochmontan Nebenareal der Tanne;51;;;55 collin;;;;collin
2b,3;hochmontan Nebenareal der Tanne;51;;;51 collin;;;;collin
2b,3;hochmontan Nebenareal der Tanne;51;;;51 collin;;;;collin
2b,3;hochmontan Nebenareal der Tanne;46M;;;46M collin;;;;collin
2b,3;hochmontan Nebenareal der Tanne;46;;;46 collin;;;;collin
2b,3;hochmontan Nebenareal der Tanne;46;;;46 collin;;;;collin
2b,3;hochmontan Nebenareal der Tanne;48;;;48 collin;;;;collin
2b,3;hochmontan Nebenareal der Tanne;48;;;48 collin;;;;collin
2b,3;hochmontan Nebenareal der Tanne;48;;;48 collin;;;;collin
2b,3;hochmontan Nebenareal der Tanne;57Bl;;;48 collin;;;;collin
2b,3;hochmontan Nebenareal der Tanne;57Bl;;;48 collin;;;;collin
2b,3;hochmontan Nebenareal der Tanne;48;;;48 collin;;;;collin
2b,3;hochmontan Nebenareal der Tanne;50;;;50 collin;;;;collin
2b,3;hochmontan Nebenareal der Tanne;50;;;50 collin;;;;collin
2b,3;hochmontan Nebenareal der Tanne;47H;;;47H collin;;;;collin
2b,3;hochmontan Nebenareal der Tanne;58Bl;;;47H collin;;;;collin
2b,3;hochmontan Nebenareal der Tanne;53*;;;53* collin;;;;collin
2b,3;hochmontan Nebenareal der Tanne;51;;;51 collin;;;;collin
2b,3;hochmontan Nebenareal der Tanne;51;;;51 collin;;;;collin
2b,3;hochmontan Nebenareal der Tanne;51;;;51 collin;;;;collin
2b,3;hochmontan Nebenareal der Tanne;51;;;51 collin;;;;collin
2b,3;hochmontan Nebenareal der Tanne;55*;;;55* collin;;;;collin
2b,3;hochmontan Nebenareal der Tanne;55*;;;55* collin;;;;collin
2b,3;hochmontan Nebenareal der Tanne;59R;;;47H collin;;;;collin
2b,3;hochmontan Nebenareal der Tanne;51;;;55 collin;;;;collin
2b,3;hochmontan Nebenareal der Tanne;51;;;55 collin;;;;collin
2b,3;hochmontan Nebenareal der Tanne;51;;;51 collin;;;;collin
2b,3;hochmontan Nebenareal der Tanne;51;;;51 collin;;;;collin
2b,3;hochmontan Nebenareal der Tanne;46M;;;46M collin;;;;collin
2b,3;hochmontan Nebenareal der Tanne;46;;;46 collin;;;;collin
2b,3;hochmontan Nebenareal der Tanne;46;;;46 collin;;;;collin
2b,3;hochmontan Nebenareal der Tanne;;;;;;;;collin
2b,3;hochmontan Nebenareal der Tanne;65*;;;65* collin;;;;collin
2b,3;hochmontan Nebenareal der Tanne;;;;;;;;collin
2b,3;hochmontan Nebenareal der Tanne;65;;;65 collin;;;;collin
2b,3;hochmontan Nebenareal der Tanne;;;;;;;;collin
2b,3;hochmontan Nebenareal der Tanne;68;;;68 collin;;;;collin
2b,3;hochmontan Nebenareal der Tanne;68;;;68* collin;;;;collin
2b,3;hochmontan Nebenareal der Tanne;71;;;45 collin;;;;collin
2b,3;hochmontan Nebenareal der Tanne;50;;;50 collin;;;;collin
2b,3;hochmontan Nebenareal der Tanne;AV;;;50 collin;;;;collin
2b,3;hochmontan Nebenareal der Tanne;23;;;23 collin;;;;collin
2b,3;hochmontan Nebenareal der Tanne;24*;;;24* collin;;;;collin
